Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,False,3,0.0,1.0,0.0,12.0,8.0,10.0,8.0,58.0,14.5,4.0,3.0,54.5,13.0,0.0,5.5,4.5,2.5,0.0,72.0,25.5,0.375,0.0,2.0,1.5,0.375,120.5,71.0,1.0,1.0,18.5,12.5,15.5,7.5,53.5,20.5,4.0,4.0,46.5,12.0,0.0,8.0,7.5,2.5,0.0,73.0,32.0,0.415,0.0,8.0,3.0,0.435,125.0,79.5,6.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,182.88,185.42,170.0,0.0,1.0,0.0,4.5,4.0,3.5,3.0,25.0,11.5,3.5,3.5,27.5,14.0,0.5,0.0,0.0,0.5,1.0,32.0,18.0,0.77,0.0,0.0,0.0,0.0,36.5,22.5,1.0,1.0,6.0,4.5,2.5,1.5,25.0,8.0,15.0,7.5,31.0,9.0,0.0,5.5,3.5,4.0,0.0,42.5,17.0,0.205,0.5,4.5,1.5,0.165,83.0,49.0,4.0,454.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,182.88,187.96,170.0,26.0,23.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Red,False,3,0.0,1.0,0.0,10.666666666666666,7.0,6.0,4.333333333333333,83.0,35.666666666666664,8.333333333333334,6.0,75.66666666666667,29.66666666666667,0.0,11.0,9.333333333333334,3.0,0.0,97.33333333333331,46.0,0.48,0.3333333333333333,2.0,1.6666666666666667,0.2766666666666667,128.0,72.66666666666667,1.0,2.0,15.666666666666664,10.333333333333334,3.333333333333333,2.0,56.0,29.0,18.666666666666668,14.333333333333336,59.33333333333334,33.0,0.6666666666666666,3.0,2.0,3.333333333333333,0.0,78.0,45.33333333333334,0.5866666666666667,0.3333333333333333,4.333333333333333,1.3333333333333333,0.3333333333333333,100.33333333333331,65.33333333333333,8.0,657.6666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,177.8,177.8,155.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,5.0,31.0,25.0,35.0,27.0,0.0,6.0,3.0,5.0,0.0,42.0,31.0,0.73,2.0,0.0,0.0,0.0,57.0,45.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,0.6,0.0,5.0,0.0,0.0,7.0,5.0,2.0,395.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,177.8,177.8,155.0,26.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Red,False,3,1.0,0.0,0.0,17.285714285714285,11.142857142857142,7.2857142857142865,5.571428571428571,62.28571428571429,26.714285714285715,1.1428571428571428,0.7142857142857143,44.57142857142857,15.285714285714285,0.14285714285714285,8.857142857142858,6.571428571428571,0.0,0.0,70.71428571428571,33.0,0.5371428571428571,0.5714285714285714,1.7142857142857142,0.5714285714285714,0.06285714285714286,108.28571428571428,70.57142857142857,1.0,4.0,7.2857142857142865,4.428571428571429,5.285714285714286,3.0,51.85714285714285,11.0,6.0,4.0,51.57142857142857,11.714285714285715,0.14285714285714285,4.285714285714286,1.8571428571428568,2.142857142857143,0.0,63.14285714285714,18.0,0.3171428571428571,0.5714285714285714,4.714285714285714,1.2857142857142858,0.35428571428571426,72.0,25.42857142857143,14.0,508.28571428571433,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,167.64,167.64,125.0,0.0,1.0,0.0,5.333333333333333,3.0,1.3333333333333333,0.6666666666666666,37.0,16.666666666666668,11.0,8.666666666666666,36.0,16.0,0.3333333333333333,8.0,7.0,4.333333333333333,0.0,49.33333333333334,26.0,0.49,1.0,3.6666666666666665,2.0,0.4166666666666667,93.0,63.0,1.0,1.0,9.666666666666666,8.0,5.333333333333333,5.0,32.666666666666664,10.666666666666666,15.333333333333336,9.333333333333334,40.0,14.333333333333336,0.0,3.6666666666666665,2.6666666666666665,1.6666666666666667,0.3333333333333333,53.33333333333334,25.0,0.39666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.13333333333333333,69.0,39.0,7.0,662.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,177.8,175.26,125.0,32.0,27.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,1.0,0.0,0.0,7.0,6.0,10.0,9.5,32.0,16.0,19.5,13.0,41.0,19.5,0.0,13.5,13.0,1.0,0.0,61.5,38.5,0.6399999999999999,0.0,5.5,2.0,0.56,115.0,88.0,1.0,1.0,13.5,10.5,7.0,5.0,30.5,13.0,19.0,14.0,36.0,15.5,0.0,7.0,6.0,0.0,0.0,56.5,32.0,0.565,0.0,4.0,1.5,0.185,110.5,75.0,5.0,723.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,190.5,185.42,205.0,1.0,0.0,0.0,1.5,1.0,0.25,0.0,35.25,8.25,1.75,0.75,32.75,5.5,0.0,3.0,2.5,0.25,0.0,37.25,9.0,0.25,0.5,1.25,0.75,0.5825,39.25,10.0,2.0,2.0,5.0,2.0,0.25,0.25,41.0,21.25,2.5,2.0,35.0,18.0,0.0,3.75,3.5,0.0,0.0,43.75,23.5,0.34500000000000003,0.0,0.0,0.0,0.0,44.25,24.0,6.0,331.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,177.8,185.42,205.0,28.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.28,0.0,2.0,0.0,0.0,22.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,16.0,5.0,40.0,29.0,55.0,33.0,0.0,0.0,0.0,13.0,0.0,56.0,34.0,0.6,0.0,3.0,2.0,0.66,194.0,154.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,177.8,145.0,0.0,1.0,0.0,8.5,6.0,6.0,3.5,30.5,15.5,2.5,1.5,28.0,12.5,0.0,2.5,2.0,2.0,0.5,39.0,20.5,0.525,0.0,8.5,2.5,0.175,60.0,38.5,1.0,1.0,5.0,4.0,2.0,1.0,17.5,9.0,5.0,4.5,14.5,5.5,0.0,5.0,5.0,2.5,0.0,24.5,14.5,0.77,2.5,4.5,2.0,0.475,39.0,29.0,5.0,668.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,175.26,175.26,145.0,28.0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Red,False,5,0.0,2.0,0.0,4.0,3.0,4.75,2.5,52.25,17.0,1.5,1.25,54.0,17.25,0.75,0.5,0.5,0.0,0.0,58.5,20.75,0.555,0.0,0.0,0.0,0.0,59.25,21.5,2.0,1.0,0.25,0.0,2.0,1.75,14.0,4.0,0.0,0.0,15.75,5.75,0.25,0.0,0.0,0.0,0.0,16.0,5.75,0.29250000000000004,0.0,2.5,0.25,0.25,17.5,7.25,6.0,229.75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,190.5,200.66,260.0,0.0,1.0,0.0,4.541666666666667,3.9166666666666665,5.125,4.083333333333333,15.291666666666664,5.166666666666667,5.5,3.1666666666666665,18.875,6.25,0.2916666666666667,2.5,2.25,0.9583333333333334,0.04166666666666666,25.91666666666667,12.416666666666664,0.4979166666666667,0.875,1.8333333333333333,0.8333333333333334,0.2854166666666667,36.04166666666666,21.70833333333333,4.0,9.0,6.166666666666668,5.333333333333333,10.0,7.583333333333332,15.916666666666664,6.666666666666668,10.041666666666666,8.333333333333334,27.25,14.791666666666664,0.16666666666666666,2.5416666666666665,2.458333333333333,0.2916666666666667,0.08333333333333333,35.958333333333336,22.58333333333333,0.5441666666666667,0.08333333333333333,0.4583333333333333,0.20833333333333331,0.1875,55.95833333333334,41.0,38.0,341.0833333333333,5.0,0.0,0.0,2.0,4.0,8.0,0.0,15.0,190.5,200.66,264.0,29.0,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Blue,False,3,0.0,5.0,0.0,5.888888888888888,3.6666666666666665,2.888888888888889,1.4444444444444444,82.22222222222223,25.66666666666667,1.8888888888888888,1.2222222222222223,72.1111111111111,18.555555555555557,0.2222222222222222,9.0,6.111111111111112,0.4444444444444444,0.1111111111111111,87.0,28.33333333333333,0.36000000000000004,0.7777777777777778,1.0,0.6666666666666666,0.4622222222222223,97.33333333333331,37.77777777777778,5.0,1.0,9.777777777777779,4.5555555555555545,2.0,0.3333333333333333,73.0,21.444444444444443,1.8888888888888888,0.5555555555555556,62.0,14.222222222222221,0.2222222222222222,5.111111111111111,3.555555555555556,0.3333333333333333,0.2222222222222222,76.8888888888889,22.33333333333333,0.2877777777777777,0.1111111111111111,2.333333333333333,0.4444444444444444,0.07222222222222223,78.33333333333333,23.444444444444446,16.0,478.66666666666674,1.0,0.0,1.0,1.0,2.0,3.0,1.0,8.0,180.34,193.04,155.0,2.0,0.0,0.0,8.166666666666666,4.833333333333333,8.333333333333334,5.666666666666668,42.16666666666666,16.833333333333332,9.0,4.833333333333333,39.333333333333336,13.5,0.3333333333333333,12.0,9.0,0.8333333333333334,0.0,59.5,27.33333333333333,0.495,0.0,4.0,1.6666666666666667,0.6133333333333334,75.83333333333333,42.66666666666666,2.0,3.0,12.666666666666664,8.333333333333334,7.666666666666668,5.333333333333333,49.16666666666666,18.33333333333333,5.333333333333333,3.6666666666666665,41.333333333333336,13.333333333333336,0.3333333333333333,8.166666666666666,5.666666666666668,0.3333333333333333,0.0,62.16666666666666,27.33333333333333,0.4033333333333333,1.0,1.8333333333333333,1.1666666666666667,0.44333333333333336,87.0,50.16666666666666,15.0,710.1666666666665,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,177.8,180.34,155.0,31.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,2.0,0.0,11.5,5.5,8.0,5.0,110.0,40.5,0.5,0.0,101.0,34.5,0.0,6.0,5.5,0.0,0.0,118.5,45.5,0.375,0.5,0.0,0.0,0.0,121.0,47.5,2.0,0.0,4.5,2.0,4.0,2.5,61.5,14.5,0.0,0.0,46.5,6.0,0.5,14.5,9.0,0.0,0.0,65.5,17.0,0.32,0.0,1.5,0.0,0.0,71.5,20.5,4.0,507.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,167.64,172.72,135.0,0.0,1.0,0.0,36.0,23.0,23.0,15.0,187.0,29.0,0.0,0.0,164.0,17.0,0.0,10.0,4.0,0.0,0.0,210.0,44.0,0.2,0.0,0.0,0.0,0.0,214.0,48.0,1.0,0.0,14.0,4.0,10.0,7.0,128.0,32.0,1.0,1.0,107.0,24.0,0.0,18.0,12.0,0.0,0.0,139.0,40.0,0.28,0.0,5.0,0.0,0.0,150.0,51.0,3.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,172.72,175.26,145.0,38.0,33.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Blue,False,3,0.0,1.0,0.0,4.416666666666667,2.9166666666666665,7.0,4.75,35.833333333333336,11.333333333333336,6.166666666666668,2.833333333333333,40.25,12.25,0.0,4.333333333333333,3.75,0.6666666666666666,0.08333333333333333,49.0,18.916666666666668,0.3875,0.5,6.333333333333332,2.083333333333333,0.3575,68.16666666666667,36.0,2.0,7.0,8.25,6.25,10.166666666666666,7.416666666666668,55.33333333333334,20.25,5.166666666666667,3.4166666666666665,53.16666666666666,17.166666666666668,0.25,9.25,7.666666666666668,0.5,0.0,70.66666666666667,31.08333333333333,0.5016666666666667,0.08333333333333333,2.833333333333333,0.8333333333333334,0.18083333333333326,110.83333333333331,65.66666666666667,28.0,618.3333333333334,1.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,165.1,170.18,135.0,1.0,0.0,0.0,7.5,5.6,7.7,5.4,76.6,25.9,4.5,3.3,74.7,23.1,0.1,6.6,5.9,1.3,0.2,88.8,34.6,0.405,0.2,4.4,1.8,0.302,102.6,46.7,2.0,6.0,12.8,8.5,5.6,3.6,101.9,35.9,3.5,2.2,92.5,28.7,0.2,5.7,4.5,1.2,0.2,111.0,41.7,0.387,0.8,3.5,1.3,0.276,123.4,52.4,22.0,618.1,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,165.1,167.64,135.0,34.0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,6.5,5.0,12.0,7.0,18.5,8.0,34.5,18.5,58.0,28.0,0.5,0.5,0.5,1.0,0.0,65.0,33.5,0.51,0.5,0.0,0.0,0.0,133.5,90.5,1.0,1.0,4.0,3.0,5.5,4.0,18.0,5.0,11.0,8.0,30.0,13.5,0.0,0.5,0.5,0.5,0.0,34.5,17.0,0.48,1.0,9.0,1.5,0.15,52.5,31.0,5.0,654.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,177.8,180.34,170.0,0.0,3.0,0.0,20.0,15.25,14.5,10.0,104.5,30.5,21.5,15.5,119.75,40.0,0.0,0.75,0.75,2.5,0.25,140.5,56.0,0.395,1.25,8.5,3.25,0.4225,172.5,83.75,3.0,1.0,11.0,7.25,6.0,3.0,90.0,35.75,1.75,1.25,79.5,26.75,0.25,7.25,6.0,0.25,0.0,97.75,40.0,0.405,1.0,3.0,1.0,0.2075,112.25,51.75,12.0,900.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,175.26,195.58,170.0,27.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Red,False,3,0.0,1.0,0.0,3.5,1.0,0.0,0.0,19.0,4.5,2.5,2.0,15.5,5.0,0.5,2.5,0.5,0.0,0.0,21.5,6.5,0.175,0.0,0.5,0.0,0.0,21.5,6.5,1.0,1.0,1.0,0.0,0.0,0.0,13.5,5.0,2.5,1.0,10.5,2.5,1.0,4.5,3.5,0.0,0.0,16.0,6.0,0.365,0.0,0.0,0.0,0.0,16.0,6.0,2.0,128.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,193.04,193.04,170.0,0.0,1.0,0.0,11.0,7.666666666666668,11.666666666666664,7.0,62.33333333333334,31.0,0.6666666666666666,0.6666666666666666,56.66666666666666,25.33333333333333,0.3333333333333333,7.0,5.666666666666668,0.0,0.0,74.66666666666667,38.66666666666666,0.52,0.0,0.0,0.0,0.0,80.66666666666667,44.66666666666666,1.0,1.0,6.333333333333332,4.333333333333333,9.0,4.666666666666667,48.0,18.0,6.666666666666668,4.666666666666667,55.66666666666666,22.0,0.0,1.6666666666666667,1.0,0.3333333333333333,0.0,63.66666666666666,27.33333333333333,0.44,0.3333333333333333,1.0,0.6666666666666666,0.5,68.0,30.66666666666667,5.0,434.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,182.88,185.42,170.0,25.0,33.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Red,False,3,0.0,1.0,0.0,5.6,3.0,1.8,1.0,35.0,12.6,2.4,2.0,26.6,7.0,0.0,7.0,5.6,2.8,0.6,39.2,15.6,0.418,1.4,2.6,1.0,0.39799999999999996,69.4,41.8,1.0,3.0,6.6,3.4,0.8,0.4,44.8,15.6,3.2,2.8,36.0,10.0,0.2,6.2,5.4,2.8,0.4,48.8,18.8,0.4720000000000001,1.0,1.0,0.6,0.23200000000000004,59.2,28.0,12.0,656.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,175.26,187.96,145.0,0.0,1.0,0.0,8.0,5.625,5.125,3.375,53.875,16.25,9.0,6.125,56.125,17.25,0.125,3.875,2.875,1.0,0.125,68.0,25.75,0.4125,0.25,2.375,1.0,0.34500000000000003,80.625,37.25,1.0,4.0,9.875,5.125,3.875,2.25,65.875,25.625,2.25,1.875,56.75,20.5,0.125,5.375,4.125,0.625,0.125,72.0,29.75,0.43,0.625,1.25,0.5,0.3125,89.875,46.5,16.0,493.625,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,172.72,170.18,145.0,34.0,29.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,3.0,1.0,8.0,4.0,21.0,8.0,5.0,3.0,29.0,12.0,0.0,2.0,2.0,0.0,1.0,34.0,15.0,0.44,0.0,2.0,1.0,0.5,149.0,123.0,1.0,0.0,5.0,5.0,0.0,0.0,11.0,5.0,17.0,7.0,21.0,5.0,0.0,2.0,2.0,7.0,1.0,28.0,12.0,0.42,0.0,3.0,3.0,1.0,86.0,65.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,170.18,170.18,135.0,1.0,0.0,0.0,11.0,9.2,13.8,8.8,92.2,48.4,5.2,4.2,97.6,49.6,0.2,2.6,2.6,2.0,0.0,111.2,61.4,0.5700000000000001,0.6,2.4,1.2,0.5740000000000001,126.8,74.2,3.0,2.0,5.8,5.2,11.0,7.8,76.8,28.2,17.0,10.4,90.8,34.0,0.0,8.2,7.2,1.6,0.0,104.8,46.4,0.45399999999999996,0.8,3.0,1.2,0.35600000000000004,129.6,66.4,10.0,544.8,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,154.94,157.48,115.0,27.0,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,3.0,0.0,14.0,11.0,54.0,20.0,1.0,1.0,62.0,29.0,0.0,4.0,3.0,1.0,0.0,69.0,32.0,0.46,2.0,4.0,2.0,0.5,145.0,102.0,1.0,0.0,11.0,5.0,6.0,4.0,72.0,20.0,0.0,0.0,60.0,14.0,0.0,7.0,5.0,0.0,1.0,78.0,24.0,0.3,0.0,0.0,0.0,0.0,87.0,33.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,170.18,170.18,135.0,0.0,1.0,0.0,4.0,2.5,2.0,1.25,26.75,7.5,7.75,5.75,27.625,9.0,0.0,4.875,3.0,3.125,0.375,36.5,14.5,0.40625,1.375,5.875,2.0,0.3275,79.75,54.25,3.0,3.0,3.25,2.75,1.5,1.25,16.375,5.625,6.25,5.0,16.625,6.5,0.0,4.25,2.625,1.25,0.125,24.125,11.875,0.49375,0.0,1.625,1.375,0.4575,49.75,34.625,19.0,644.75,0.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,167.64,170.18,135.0,32.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Blue,False,3,1.0,0.0,0.0,5.666666666666668,1.6666666666666667,3.333333333333333,1.6666666666666667,110.33333333333331,31.33333333333333,7.333333333333332,4.333333333333333,106.0,30.33333333333333,0.0,9.333333333333334,5.333333333333333,1.0,0.0,121.0,37.333333333333336,0.37333333333333335,0.3333333333333333,3.0,1.3333333333333333,0.44333333333333336,124.66666666666669,39.66666666666666,2.0,1.0,19.33333333333333,7.333333333333332,3.333333333333333,1.3333333333333333,115.33333333333331,31.0,1.0,0.3333333333333333,89.66666666666669,21.0,0.0,10.666666666666666,4.333333333333333,0.0,0.0,119.66666666666669,32.666666666666664,0.31,0.0,1.6666666666666667,0.6666666666666666,0.44333333333333336,121.0,34.0,7.0,691.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,185.42,193.04,170.0,1.0,0.0,0.0,5.666666666666668,3.0,2.6666666666666665,1.6666666666666667,16.333333333333332,5.0,17.0,7.0,26.33333333333333,8.666666666666666,0.0,4.0,2.0,3.333333333333333,0.6666666666666666,36.0,13.666666666666664,0.37666666666666665,0.6666666666666666,5.333333333333333,1.0,0.1466666666666667,130.0,91.33333333333331,2.0,1.0,6.333333333333332,5.666666666666668,5.333333333333333,4.666666666666667,17.666666666666668,4.666666666666667,20.33333333333333,17.0,32.666666666666664,17.333333333333332,0.0,4.333333333333333,3.333333333333333,1.6666666666666667,0.0,43.33333333333334,26.33333333333333,0.5800000000000001,2.6666666666666665,2.0,1.3333333333333333,0.5,97.33333333333331,71.33333333333333,8.0,750.3333333333335,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,185.42,195.58,170.0,24.0,34.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Red,False,3,0.0,1.0,0.0,12.0,8.833333333333334,6.5,5.333333333333333,57.16666666666666,18.666666666666668,6.333333333333332,4.0,54.33333333333334,15.833333333333336,0.0,3.6666666666666665,3.333333333333333,1.5,0.0,70.0,28.0,0.4100000000000001,1.0,3.1666666666666665,2.1666666666666665,0.6216666666666667,88.16666666666669,43.16666666666666,2.0,2.0,9.333333333333334,5.166666666666667,5.333333333333333,4.166666666666667,47.83333333333334,21.5,18.666666666666668,10.333333333333334,52.83333333333334,22.5,0.0,9.666666666666666,8.333333333333334,1.6666666666666667,0.8333333333333334,71.83333333333333,36.0,0.4716666666666667,0.5,5.0,0.8333333333333334,0.2433333333333333,117.66666666666669,74.66666666666667,17.0,826.5,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,187.96,198.12,185.0,2.0,0.0,0.0,4.0,3.0,1.5,1.5,3.0,1.0,15.5,12.0,16.0,11.5,0.5,0.0,0.0,0.5,0.0,20.0,14.5,0.73,1.0,0.5,0.0,0.0,51.5,44.0,0.0,2.0,14.0,10.5,23.5,15.0,3.5,1.5,6.0,2.5,17.5,7.0,0.5,1.5,1.5,0.0,0.0,33.0,19.0,0.54,0.0,0.0,0.0,0.0,43.5,28.5,3.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,195.58,185.0,32.0,34.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
